127.0.0.1 - - [30/Apr/2024:09:32:18 +0900] "GET / HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:23:05 +0900] "GET /Shop_Test/shop/img?id=P100003 HTTP/1.1" 200 21646
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:23:05 +0900] "GET /Shop_Test/shop/img?id=P223123 HTTP/1.1" 200 21646
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:23:05 +0900] "GET /Shop_Test/shop/img?id=P100004 HTTP/1.1" 200 21646
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:23:05 +0900] "GET /Shop_Test/shop/img?id=P100002 HTTP/1.1" 200 21646
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:23:05 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7857
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:23:05 +0900] "GET /Shop_Test/shop/img?id=P100003 HTTP/1.1" 200 21646
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:23:05 +0900] "GET /Shop_Test/shop/img?id=P100002 HTTP/1.1" 200 21646
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:23:05 +0900] "GET /Shop_Test/shop/img?id=P223123 HTTP/1.1" 200 21646
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:23:05 +0900] "GET /Shop_Test/shop/img?id=P100004 HTTP/1.1" 200 21646
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:24:38 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7901
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:24:38 +0900] "GET /Shop_Test/static/img/DB.jpg HTTP/1.1" 200 131388
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:24:38 +0900] "GET /Shop_Test/static/img/JSP.jpg HTTP/1.1" 200 134991
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:24:38 +0900] "GET /Shop_Test/static/img/WEB.jpg HTTP/1.1" 200 135732
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:24:38 +0900] "GET /Shop_Test/shop/img?id=P223123 HTTP/1.1" 200 21646
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:25:24 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7901
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:25:24 +0900] "GET /Shop_Test/shop/img?id=P223123 HTTP/1.1" 200 21646
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:25:25 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7901
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:25:25 +0900] "GET /Shop_Test/shop/img?id=P223123 HTTP/1.1" 200 21646
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:25:26 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7901
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:25:26 +0900] "GET /Shop_Test/shop/img?id=P223123 HTTP/1.1" 200 21646
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:25:45 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:25:45 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:25:46 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:27:00 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:27:00 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:27:00 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:27:01 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:29:02 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:29:02 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:29:03 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:29:04 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:29:05 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:29:14 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:29:16 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:29:20 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:29:24 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:29:25 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:29:25 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:29:25 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:29:30 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:29:30 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:29:30 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:29:31 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:29:31 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:29:44 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:29:44 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:29:45 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:29:58 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:29:58 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:32:14 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:32:15 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:34:31 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:34:32 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:38:53 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:38:56 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:38:57 +0900] "GET /Shop_Test/shop/cart_pro.jsp?id=P100002 HTTP/1.1" 200 136
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:44:40 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:44:40 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:44:40 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:44:40 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:44:40 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:44:41 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:44:41 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:44:41 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:44:41 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:44:42 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:44:42 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:44:42 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:44:43 +0900] "GET /Shop_Test/shop/cart_pro.jsp?id=P100001 HTTP/1.1" 200 262
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:45:02 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:45:03 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:45:03 +0900] "GET /Shop_Test/shop/cart_pro.jsp?id=P100001 HTTP/1.1" 200 208
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:45:10 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:45:11 +0900] "GET /Shop_Test/shop/cart_pro.jsp?id=P100001 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:45:11 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:45:23 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:45:24 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:45:24 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:45:36 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:45:38 +0900] "GET /Shop_Test/shop/cart_pro.jsp?id=P100001 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:45:38 +0900] "GET /Shop_Test.../products.jsp HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:50:42 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:50:42 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:50:43 +0900] "GET /Shop_Test/shop/cart_pro.jsp?id=P100001 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:50:43 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [30/Apr/2024:10:50:46 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 500 4395
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:03:04 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:03:05 +0900] "GET /Shop_Test/shop/add.jsp HTTP/1.1" 500 2864
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:03:34 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:03:35 +0900] "GET /Shop_Test/shop/add.jsp HTTP/1.1" 200 2534
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:04:10 +0900] "GET /Shop_Test/shop/add.jsp HTTP/1.1" 200 2573
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:05:16 +0900] "GET /Shop_Test/shop/add.jsp HTTP/1.1" 200 2655
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:05:21 +0900] "GET /Shop_Test/shop/add.jsp HTTP/1.1" 200 2655
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:05:43 +0900] "GET /Shop_Test/shop/add.jsp HTTP/1.1" 200 2751
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:05:44 +0900] "GET /Shop_Test/shop/add.jsp HTTP/1.1" 200 2751
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:06:40 +0900] "GET /Shop_Test/shop/add.jsp HTTP/1.1" 200 2771
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:06:41 +0900] "GET /Shop_Test/shop/add.jsp HTTP/1.1" 200 2771
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:06:42 +0900] "GET /Shop_Test/shop/add.jsp HTTP/1.1" 200 2771
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:06:44 +0900] "GET /Shop_Test/shop/add.jsp HTTP/1.1" 200 2771
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:06:44 +0900] "GET /Shop_Test/shop/add.jsp HTTP/1.1" 200 2771
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:06:45 +0900] "GET /Shop_Test/shop/add.jsp HTTP/1.1" 200 2771
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:06:45 +0900] "POST /Shop_Test/shop/processAddProduct.jsp HTTP/1.1" 404 823
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:06:48 +0900] "POST /Shop_Test/shop/processAddProduct.jsp HTTP/1.1" 404 823
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:11:07 +0900] "POST /Shop_Test/shop/processAddProduct.jsp HTTP/1.1" 404 823
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:11:39 +0900] "POST /Shop_Test/shop/processAddProduct.jsp HTTP/1.1" 404 823
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:11:40 +0900] "GET /Shop_Test/shop/add.jsp HTTP/1.1" 200 2761
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:11:41 +0900] "POST /Shop_Test/shop/add_pro.jsp HTTP/1.1" 200 136
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:11:45 +0900] "POST /Shop_Test/shop/add_pro.jsp HTTP/1.1" 200 136
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:13:22 +0900] "GET /Shop_Test/shop/add.jsp HTTP/1.1" 200 2908
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:13:23 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:13:24 +0900] "GET /Shop_Test/shop/add.jsp HTTP/1.1" 200 2908
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:13:26 +0900] "GET /Shop_Test/shop/list.jsp HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:13:28 +0900] "POST /Shop_Test/shop/add.jsp HTTP/1.1" 200 2908
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:13:30 +0900] "POST /Shop_Test/shop/add.jsp HTTP/1.1" 200 2908
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:13:51 +0900] "POST /Shop_Test/shop/add.jsp HTTP/1.1" 200 2912
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:13:51 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:13:54 +0900] "POST /Shop_Test/shop/add.jsp HTTP/1.1" 200 2912
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:15:39 +0900] "POST /Shop_Test/shop/add.jsp HTTP/1.1" 200 2751
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:16:42 +0900] "POST /Shop_Test/shop/add.jsp HTTP/1.1" 200 2804
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:16:43 +0900] "POST /Shop_Test/shop/processAddProduct.jsp HTTP/1.1" 404 823
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:16:46 +0900] "GET /Shop_Test/shop/list.jsp HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:16:54 +0900] "GET /Shop_Test/shop/list.jsp HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:17:02 +0900] "POST /Shop_Test/shop/add.jsp HTTP/1.1" 200 2808
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:17:03 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:17:29 +0900] "POST /Shop_Test/shop/add.jsp HTTP/1.1" 200 2698
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:17:30 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:17:32 +0900] "POST /Shop_Test/shop/add_pro.jsp HTTP/1.1" 200 136
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:19:09 +0900] "POST /Shop_Test/shop/add.jsp HTTP/1.1" 200 2901
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:19:27 +0900] "POST /Shop_Test/shop/add.jsp HTTP/1.1" 200 2901
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:19:34 +0900] "POST /Shop_Test/shop/add.jsp HTTP/1.1" 200 2899
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:20:42 +0900] "POST /Shop_Test/shop/add.jsp HTTP/1.1" 200 3000
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:21:00 +0900] "POST /Shop_Test/shop/add_pro.jsp HTTP/1.1" 200 136
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:21:02 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:21:29 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:21:30 +0900] "GET /Shop_Test/shop/add.jsp HTTP/1.1" 200 3017
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:21:32 +0900] "GET /Shop_Test/shop/add.jsp HTTP/1.1" 200 3017
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:21:44 +0900] "GET /Shop_Test/shop/add.jsp HTTP/1.1" 200 3017
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:21:46 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:22:59 +0900] "GET /Shop_Test/shop/add.jsp HTTP/1.1" 200 3017
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:23:01 +0900] "POST /Shop_Test/shop/add_pro.jsp HTTP/1.1" 500 3448
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:27:00 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:27:01 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:27:01 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:34:18 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:34:18 +0900] "GET /Shop_Test/static/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:34:18 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:34:19 +0900] "GET /Shop_Test/user/login.jsp HTTP/1.1" 200 4948
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:34:21 +0900] "GET /Shop_Test/user/join.jsp HTTP/1.1" 200 8145
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:34:40 +0900] "POST /Shop_Test/user/join_pro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:34:40 +0900] "GET /Shop_Test/user/complete.jsp?msg=1 HTTP/1.1" 200 3909
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:34:40 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:34:40 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3649
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:34:41 +0900] "GET /Shop_Test/user/login.jsp HTTP/1.1" 200 4948
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:34:47 +0900] "POST /Shop_Test/user/login_pro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:34:47 +0900] "GET /Shop_Test/user/complete.jsp?msg=0 HTTP/1.1" 200 4528
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:34:48 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:34:48 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4270
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:34:50 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:34:50 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4270
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:36:24 +0900] "GET /Shop_Test/ HTTP/1.1" 500 3230
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:36:25 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4270
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:36:26 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4270
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:36:26 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4270
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:36:26 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4270
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:36:47 +0900] "GET /Shop_Test/ HTTP/1.1" 500 5583
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:36:50 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4270
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:36:50 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4270
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:36:51 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4270
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:37:42 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4586
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:37:43 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4586
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:37:43 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:37:47 +0900] "GET /Shop_Test/login.jsp HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:38:09 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4590
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:38:10 +0900] "GET /Shop_Test/.shop/products.jsp HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:38:16 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4590
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:38:16 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4590
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:38:17 +0900] "GET /Shop_Test/.shop/products.jsp HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:38:18 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4590
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:38:18 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4590
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:38:18 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4590
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:38:18 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4590
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:38:19 +0900] "GET /Shop_Test/login.jsp HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:38:27 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4596
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:38:27 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4596
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:38:28 +0900] "GET /Shop_Test/user/login.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:38:28 +0900] "GET /Shop_Test/user/logged.jsp HTTP/1.1" 200 5062
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:38:30 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:38:30 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4596
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:38:31 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7792
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:38:44 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4596
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:38:44 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4596
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:31 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4510
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:31 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4510
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:32 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7792
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:34 +0900] "GET /Shop_Test/user/login.jsp HTTP/1.1" 302 -
